Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,
Aruba,ABW,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.362098138748,175.344129554656,168.781911013858,163.267359946327,164.559014267185,145.072879516204,140.391108618306,133.230771421249,132.794291274023,132.430929795173,145.050280144237,141.042626734626,139.972309491093,139.110149824701,137.556575933708,135.464654677581,154.437786862887,156.645197205944,155.731904417046,156.491052766236,140.493001133496,136.887263320827,138.716620095236,138.824972245657,137.9619293134,122.723738046404,139.917797708768,160.634546418015,159.018596924652,160.365278789947,
Africa Eastern and Southern,AFE,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2542168308575,39.740226296266,40.418490984595,42.8530549917629,45.3680283314824,47.4363094092782,47.1984709343813,45.061201269365,46.6589395668028,44.905776087831,46.5571690776463,47.9559637004703,57.2943038862584,54.865818834396,55.9014690795976,58.6583006346614,59.2211968534177,64.926552245923,72.1139529810406,60.8267897293719,61.1440016011495,63.0683921534385,61.0262151920067,61.4749476479476,59.8998848247145,54.919335043677,52.9532018565789,51.8332071754235,55.0220378948386,53.528129184284,49.5217047765169,54.5012645153596,57.1527762711517,56.1705277452305,54.422178323254,
Afghanistan,AFG,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7098945514103,51.4117163747271,72.8854696086536,67.5846651516385,,
Africa Western and Central,AFW,Trade (% of GDP),NE.TRD.GNFS.ZS,33.0232600987629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5708209731095,90.6807161820483,90.3860384733605,95.3414592884703,84.6246041171541,97.2256306999958,108.680408741993,102.263183257986,90.9940631355109,89.0369443425845,81.9394785486361,77.3498013716078,69.5801424481147,54.9793808779835,47.0155661405313,45.6643423539921,58.916480075976,60.7148243336685,54.3442286847189,61.5262136695806,55.2547732713835,53.033483632308,50.8422305562091,
Albania,ALB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,47.4940925041872,46.1004662837047,44.8105616083383,40.4106676033234,38.1156830212927,35.9348239721958,31.637304878056,32.159563916938,36.89787073527,40.066086463479,39.4369634031142,36.0705200632829,108.785472241159,80.518332770413,53.1025847356112,40.1386989518314,44.4117820054663,44.7293780649181,47.1306266993222,49.8954184095195,61.6092610436407,64.2474462587009,65.9914650336802,64.8232150960777,65.0379383187697,69.1162926602322,72.2019089483674,79.9119008919954,75.2485472798728,73.3213575646169,75.5325329687378,80.6989985298954,76.9683583166821,75.7506185619748,75.0212023084129,71.2794476606014,74.0144504546815,76.7873817898989,75.6940783717425,75.382128932689,59.5206994391875,75.5904040905009,84.6980435944865,82.3524933990723,79.4546360752224,
Andorra,AND,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,59.8036012645839,60.32864064962,63.1549342179207,83.3299082158572,74.6763704953696,83.3351028786331,77.1995049757399,81.6393684906978,79.7766595950124,82.1065520191407,86.3580461199541,88.0971664799861,83.8390719627994,75.6411334810193,71.9677619564653,64.5159503316478,56.867333958745,59.1055196285369,61.0861525150841,65.8896757948273,64.4659893231962,68.0462110972672,63.2233282408948,59.0764854604437,57.6328654262067,61.2393921038314,60.7101284349335,68.7857996487428,67.2894006664192,67.313218547876,72.0132013903706,73.2257874878177,73.5196699691684,80.1785790851044,84.5068077172092,88.6457164514403,88.9408719600594,92.9395640965946,96.7573478237637,88.7840499830423,85.4722234406328,88.2778925699692,89.7697484348065,88.7552573164627,86.5625376235488,81.6833904367822,76.0430297374186,79.4530344876071,79.8820396126159,79.0696226380511,74.5045919856139,79.4584284528696,86.7932393179498,86.7466586209333,62.2097108772467,
United Arab Emirates,ARE,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8645799289427,93.0716588147781,102.300169490783,116.622612523831,119.552871642254,119.470669577786,136.798152865771,148.513544025723,153.461944358373,135.485709128426,144.176786868982,156.637694501481,157.398083989641,159.515615057764,164.286182737903,165.39501917458,165.476542469815,154.747005019293,163.822152944853,181.29188817064,182.909355066597,185.741660982819,199.044979237546,,
Argentina,ARG,Trade (% of GDP),NE.TRD.GNFS.ZS,15.2080960873797,11.9898923109727,14.0755256495637,15.7809062353749,11.1274296795488,10.3764574099485,11.6426054171411,12.4926603729179,11.8881648852942,12.7974266330598,10.3374440809233,12.6151889155439,14.0356431972715,13.3221685115576,13.1915798576321,11.8027242947756,15.0968846242519,16.942286567935,14.3237963724369,12.8406846411368,11.5456724606844,14.2929774788834,15.6114860999886,14.9876701068591,12.3463814292217,18.009425070688,14.4860327921395,15.448969882952,15.743458608705,19.6377977018838,14.9908589999441,13.7530541588891,14.730980586353,16.223151447784,18.1343458669981,19.7714230903755,21.5064684057215,23.3361788437439,23.3500279730689,21.3827449624898,22.6224447777343,21.8522554515453,41.7527243585642,40.6447480311085,40.692646108947,40.5512709706238,40.4334798719151,40.945170618571,40.4026733790382,34.0571269054879,34.9710132635696,35.2061549999644,30.5265423717108,29.3339290021037,28.4067936452275,22.4862260889792,26.0938878488799,25.2896011376779,30.7625359549926,32.6306150458499,30.203698807416,33.078689567466,31.5801792606256,26.6769512482215,27.929760849367,
Armenia,ARM,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.3357185450209,100.865855188857,101.076759405526,107.973146280234,112.429364602262,86.1148570667578,79.2295601199241,78.5477450545048,71.8424518815414,70.5604791440404,72.2333302273367,69.8642663925336,73.9845018432309,80.0513676022426,73.0706339919371,70.1397385835334,61.0301379818566,56.9750470853147,54.5423279613666,57.2742357441995,64.642975973633,69.4355736620453,75.9616759606704,77.5550481598824,75.778866962639,71.6820743427575,76.0779674593548,87.202376539837,92.473107021212,97.847004865327,70.1213571368789,79.2489057647112,103.878629213508,123.418750077627,150.064726588742,
American Samoa,ASM,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.9375,207.442748091603,202.357563850688,223.2,229.817444219067,218.146718146718,249.821428571429,161.333333333333,157.940663176265,157.543859649123,176.40625,173.824451410658,174.805598755832,162.407132243685,159.165424739195,161.437908496732,171.830985915493,156.568778979907,154.368932038835,136.8,124.684270952928,,,
